Fidencio Neri,Altius Institute for Biomedical Sciences,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA Research and Splicing","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Systematic Localization of Common Disease-Associated Variation in Regulatory DNA (4113 citations)
The accessible chromatin landscape of the human genome (2935 citations)"
France Denœud,CEA Paris-Saclay,FR,"Genomics and Phylogenetic Studies
Chromosomal and Genetic Variations
Marine and coastal plant biology","Early allopolyploid evolution in the post-Neolithic Brassica napus oilseed genome (2634 citations)
The Brassica oleracea genome reveals the asymmetrical evolution of polyploid genomes (1241 citations)
The banana (Musa acuminata) genome and the evolution of monocotyledonous plants (1190 citations)"
Francis S. Collins,,,"Genetic Associations and Epidemiology
Pancreatic function and diabetes
Epigenetics and DNA Methylation","Finding the missing heritability of complex diseases (8599 citations)
Identification of the Cystic Fibrosis Gene: Cloning and Characterization of Complementary DNA (7455 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)"
François Robert,Université de Montréal,CA,"Genomics and Chromatin Dynamics
RNA Research and Splicing
French Urban and Social Studies","Transcriptional Regulatory Networks in Saccharomyces cerevisiae (3011 citations)
Genome-Wide Location and Function of DNA Binding Proteins (1783 citations)
Targeted Recruitment of Set1 Histone Methylase by Elongating Pol II Provides a Localized Mark and Memory of Recent Transcriptional Activity (1106 citations)"
Fulai Jin,Case Western Reserve University,US,"Genomics and Chromatin Dynamics
Genetic Associations and Epidemiology
Epigenetics and DNA Methylation","Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression (3341 citations)
Identification of 67 Histone Marks and Histone Lysine Crotonylation as a New Type of Histone Modification (1908 citations)
A high-resolution map of the three-dimensional chromatin interactome in human cells (1316 citations)"
Fábio C. P. Navarro,Personalis (United States),US,"Cancer Genomics and Diagnostics
Immunotherapy and Immune Responses
Monoclonal and Polyclonal Antibodies Research","The repertoire of mutational signatures in human cancer (3843 citations)
GENCODE reference annotation for the human and mouse genomes (3556 citations)
Pan-cancer analysis of whole genomes (3351 citations)"
Gabriel Rosanio,University of California San Diego,US,"Genomic variations and chromosomal abnormalities
Genomics and Rare Diseases
Genomics and Phylogenetic Studies","Multi-platform discovery of haplotype-resolved structural variation in human genomes (1052 citations)
Human-specific tandem repeat expansion and differential gene expression during primate evolution (160 citations)
Multi-platform discovery of haplotype-resolved structural variation in human genomes (158 citations)"
Galt P Barber,"University of California, Santa Cruz",US,"Genomics and Phylogenetic Studies
RNA and protein synthesis mechanisms
Genomics and Chromatin Dynamics","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)"
Gary C. Hon,The University of Texas Southwestern Medical Center,US,"Epigenetics and DNA Methylation
Genomics and Chromatin Dynamics
RNA modifications and cancer","N6-methyladenosine-dependent regulation of messenger RNA stability (4917 citations)
Human DNA methylomes at base resolution show widespread epigenomic differences (4822 citations)
Distinct and predictive chromatin signatures of transcriptional promoters and enhancers in the human genome (3518 citations)"
Gary H. Karpen,"University of California, Berkeley",US,"Genomics and Chromatin Dynamics
Chromosomal and Genetic Variations
Microtubule and mitosis dynamics","The Genome Sequence of Drosophila melanogaster (6044 citations)
Evolution of genes and genomes on the Drosophila phylogeny (2129 citations)
Phase separation drives heterochromatin domain formation (2001 citations)"
Gayle K. Clelland,,,"Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation
RNA and protein synthesis mechanisms","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
The landscape of histone modifications across 1% of the human genome in five human cell lines (454 citations)
Butyrate mediates decrease of histone acetylation centered on transcription start sites and down-regulation of associated genes (170 citations)"
Gemma Barson,Wellcome Sanger Institute,GB,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA modifications and cancer","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)
Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)"
Georg K. Gerber,Massachusetts Institute of Technology,US,"Gut microbiota and health
Clostridium difficile and Clostridium perfringens research
Probiotics and Fermented Foods","Transcriptional Regulatory Networks in Saccharomyces cerevisiae (3011 citations)
Towards a general-purpose foundation model for computational pathology (1397 citations)
Alterations of the human gut microbiome in multiple sclerosis (1334 citations)"
Georgi K. Marinov,Stanford University,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
Genomics and Phylogenetic Studies","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Landscape of transcription in human cells (5425 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)"
Gerald Quon,"University of California, Davis",US,"Single-cell and spatial transcriptomics
Gene expression and cancer classification
Cell Image Analysis Techniques","Integrative analysis of 111 reference human epigenomes (7219 citations)
Conserved cell types with divergent features in human versus mouse cortex (1995 citations)
FTO Obesity Variant Circuitry and Adipocyte Browning in Humans (1412 citations)"
Gerard G. Bouffard,National Human Genome Research Institute,US,"Genomics and Phylogenetic Studies
Chromosomal and Genetic Variations
Genomics and Chromatin Dynamics","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
The complete sequence of a human genome (3454 citations)
Topographical and Temporal Diversity of the Human Skin Microbiome (3005 citations)"
Ghia Euskirchen,Stanford University,US,"Genomics and Chromatin Dynamics
RNA Research and Splicing
RNA and protein synthesis mechanisms","Green Fluorescent Protein as a Marker for Gene Expression (6787 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)"
GiNell Elliott,,,"Chromatin Remodeling and Cancer
Protein Degradation and Inhibitors
Cancer Mechanisms and Therapy","Integrative analysis of 111 reference human epigenomes (7219 citations)
Functional DNA methylation differences between tissues, cell types, and across individuals discovered using the M&M algorithm (205 citations)
Intermediate DNA methylation is a conserved signature of genome regulation (120 citations)"
Gilberto DeSalvo,,,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA Research and Splicing","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)
Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)"
Giovanni Bussotti,Veracyte (United States),US,"RNA and protein synthesis mechanisms
Research on Leishmaniasis Studies
Trypanosoma species research and implications","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
The GENCODE v7 catalog of human long noncoding RNAs: Analysis of their gene structure, evolution, and expression (5275 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)"
Gloria Despacio-Reyes,Wellcome Sanger Institute,GB,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA modifications and cancer","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
GENCODE: The reference human genome annotation for The ENCODE Project (5098 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)"
Goo Jun,The University of Texas Health Science Center at Houston,US,"Genetic Associations and Epidemiology
Genomics and Rare Diseases
Bioinformatics and Genomic Networks","A global reference for human genetic variation (20393 citations)
An integrated map of structural variation in 2,504 human genomes (2693 citations)
Evolution and Functional Impact of Rare Coding Variation from Deep Sequencing of Human Exomes (1734 citations)"
Gos Micklem,University of Cambridge,GB,"Bioinformatics and Genomic Networks
Gene expression and cancer classification
Genetics, Bioinformatics, and Biomedical Research","Identification of the breast cancer susceptibility gene BRCA2 (3667 citations)
Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Integrative Analysis of the Caenorhabditis elegans Genome by the modENCODE Project (1043 citations)"
Gregory E. Crawford,Applied Genetic Technologies (United States),US,"Genomics and Chromatin Dynamics
RNA Research and Splicing
Epigenetics and DNA Methylation","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Distinct and predictive chromatin signatures of transcriptional promoters and enhancers in the human genome (3518 citations)
Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression (3341 citations)"
Gregory R. Andrews,University of Massachusetts Chan Medical School,US,"Parallel Computing and Optimization Techniques
Distributed systems and fault tolerance
Distributed and Parallel Computing Systems","Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)
Concepts and Notations for Concurrent Programming (522 citations)
Concurrent Programming: Principles and Practice (476 citations)"
Grégory Lefebvre,Nestlé (Switzerland),CH,"Mitochondrial Function and Pathology
Metabolism and Genetic Disorders
Genomics and Phylogenetic Studies","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Genome-wide gene-based analyses of weight loss interventions identify a potential role for NKX6.3 in metabolism (1072 citations)
The landscape of histone modifications across 1% of the human genome in five human cell lines (454 citations)"
Guifang Jia,Hebei University,CN,"RNA modifications and cancer
Cancer-related molecular mechanisms research
RNA Research and Splicing","N6-methyladenosine-dependent regulation of messenger RNA stability (4917 citations)
N6-Methyladenosine in nuclear RNA is a major substrate of the obesity-associated FTO (4214 citations)
ALKBH5 Is a Mammalian RNA Demethylase that Impacts RNA Metabolism and Mouse Fertility (3723 citations)"
Guolin Zhou,Wuhan Academy of Agricultural Sciences,CN,"Plant Stress Responses and Tolerance
Plant Disease Resistance and Genetics
Heavy metals in environment","Metabolic regulation of gene expression by histone lactylation (4318 citations)
Gallium disrupts bacterial iron metabolism and has therapeutic effects in mice and humans with lung infections (366 citations)
Immobilization and bioavailability of heavy metals in greenhouse soils amended with rice straw-derived biochar (237 citations)"
Gábor Marth,University of Utah,US,"Genomics and Rare Diseases
Genomics and Phylogenetic Studies
Cancer Genomics and Diagnostics","The Sequence Alignment/Map format and SAMtools (68768 citations)
A global reference for human genetic variation (20393 citations)
The variant call format and VCFtools (18225 citations)"
Günhan Gülsoy,Google (United States),US,"Bioinformatics and Genomic Networks
Genomics and Chromatin Dynamics
Gene Regulatory Network Analysis","Topologically associating domains are stable units of replication-timing regulation (1014 citations)
Fine-scale chromatin interaction maps reveal the cis-regulatory landscape of human lincRNA genes (206 citations)
Profiling the long noncoding RNA interaction network in the regulatory elements of target genes by chromatin in situ reverse transcription sequencing (35 citations)"
Zhong Lin Wang,University of Chinese Academy of Sciences,CN,"Advanced Sensor and Energy Harvesting Materials
Conducting polymers and applications
Innovative Energy Harvesting Technologies","Piezoelectric Nanogenerators Based on Zinc Oxide Nanowire Arrays (7891 citations)
Flexible triboelectric generator (6695 citations)
Nanobelts of Semiconducting Oxides (5821 citations)"
Guang‐Han Cao,Nanjing University,CN,"Iron-based superconductors research
Rare-earth and actinide compounds
Physics of Superconductivity and Magnetism","Thorium-doping–induced superconductivity up to 56 K in Gd 1−x Th x FeAsO (626 citations)
Fermi surface nesting induced strong pairing in iron-based superconductors (361 citations)
Superconductivity up to 30 K in the vicinity of the quantum critical point in BaFe 2 (As 1− x P x ) 2 (319 citations)"
Hao Chen,Texas A&M University,US,"Advanced materials and composites
Catalytic Processes in Materials Science
Nanoplatforms for cancer theranostics","The TREM2-APOE Pathway Drives the Transcriptional Phenotype of Dysfunctional Microglia in Neurodegenerative Diseases (3156 citations)
Single-cell RNA-seq highlights intra-tumoral heterogeneity and malignant progression in pancreatic ductal adenocarcinoma (1468 citations)
Genomic and Molecular Landscape of DNA Damage Repair Deficiency across The Cancer Genome Atlas (1248 citations)"
Hao Luo,Nanjing University of Aeronautics and Astronautics,CN,"Fault Detection and Control Systems
Advanced Control Systems Optimization
Machine Fault Diagnosis Techniques","A Review on Basic Data-Driven Approaches for Industrial Process Monitoring (1703 citations)
Real-Time Implementation of Fault-Tolerant Control Systems With Performance Optimization (640 citations)
Quo vadis artificial intelligence? (541 citations)"
Hari Tammana,Leipzig University,DE,"RNA and protein synthesis mechanisms
Genomics and Chromatin Dynamics
RNA Research and Splicing","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
RNA Maps Reveal New RNA Classes and a Possible Function for Pervasive Transcription (2601 citations)
Transcriptional Maps of 10 Human Chromosomes at 5-Nucleotide Resolution (1227 citations)"
Harrison Brand,Massachusetts General Hospital,US,"Genomics and Rare Diseases
Genomic variations and chromosomal abnormalities
Autism Spectrum Disorder Research","The mutational constraint spectrum quantified from variation in 141,456 humans (10373 citations)
Large-Scale Exome Sequencing Study Implicates Both Developmental and Functional Changes in the Neurobiology of Autism (2524 citations)
The mutational constraint spectrum quantified from variation in 141,456 humans (1775 citations)"
Hassan Chaı̈b,Stanford University,US,"Hearing, Cochlea, Tinnitus, Genetics
Cancer Genomics and Diagnostics
Genomics and Chromatin Dynamics","Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)
The Human Tumor Atlas Network: Charting Tumor Transitions across Space and Time at Single-Cell Resolution (622 citations)
Longitudinal multi-omics of host–microbe dynamics in prediabetes (622 citations)"
Haynes Heaton,Auburn University,US,"Genomics and Phylogenetic Studies
Insect symbiosis and bacterial influences
RNA and protein synthesis mechanisms","Multi-platform discovery of haplotype-resolved structural variation in human genomes (1052 citations)
Haplotyping germline and cancer genomes with high-throughput linked-read sequencing (802 citations)
Souporcell: robust clustering of single-cell RNA-seq data by genotype without reference genotypes (569 citations)"
Guohe Huang,University of Regina,CA,"Water resources management and optimization
Water-Energy-Food Nexus Studies
Water Systems and Optimization","A GREY LINEAR PROGRAMMING APPROACH FOR MUNICIPAL SOLID WASTE MANAGEMENT PLANNING UNDER UNCERTAINTY (564 citations)
AN INEXACT TWO-STAGE STOCHASTIC PROGRAMMING MODEL FOR WATER RESOURCES MANAGEMENT UNDER UNCERTAINTY (529 citations)
Emerging usage of electrocoagulation technology for oil removal from wastewater: A review (461 citations)"
Heather K. MacAlpine,,,"Genomics and Chromatin Dynamics
DNA Repair Mechanisms
Epigenetics and DNA Methylation","Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Drosophila ORC localizes to open chromatin and marks sites of cohesin complex loading (274 citations)
Chromatin signatures of the Drosophila replication program (174 citations)"
Heather L. Murray,Whitehead Institute for Biomedical Research,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA Research and Splicing","Core Transcriptional Regulatory Circuitry in Human Embryonic Stem Cells (4527 citations)
Transcriptional Regulatory Networks in Saccharomyces cerevisiae (3011 citations)
Control of Developmental Regulators by Polycomb in Human Embryonic Stem Cells (2280 citations)"
Heather L. True,Washington University in St. Louis,US,"Prion Diseases and Protein Misfolding
Heat shock proteins research
Neurological diseases and metabolism","Remodeling of Yeast Genome Expression in Response to Environmental Changes (1401 citations)
A yeast prion provides a mechanism for genetic variation and phenotypic diversity (695 citations)
Epigenetic regulation of translation reveals hidden genetic variation to produce complex traits (337 citations)"
Heike Fiegler,,,"Genomic variations and chromosomal abnormalities
Chromosomal and Genetic Variations
Prenatal Screening and Diagnostics","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Global variation in copy number in the human genome (4387 citations)
A DNA damage checkpoint response in telomere-initiated senescence (2809 citations)"
Helen C. Causton,Columbia University Irving Medical Center,US,"Gene expression and cancer classification
Bioinformatics and Genomic Networks
Molecular Biology Techniques and Applications","Minimum information about a microarray experiment (MIAME)—toward standards for microarray data (4132 citations)
Remodeling of Yeast Genome Expression in Response to Environmental Changes (1401 citations)
Integrated transcriptional profiling and linkage analysis for identification of genes underlying disease (527 citations)"
Hennady P. Shulha,BC Children's Hospital,CA,"SARS-CoV-2 and COVID-19 Research
Lymphoma Diagnosis and Treatment
Force Microscopy Techniques and Applications","High-Resolution Mapping and Characterization of Open Chromatin across the Genome (1511 citations)
Integration of gene mutations in risk prognostication for patients receiving first-line immunochemotherapy for follicular lymphoma: a retrospective analysis of a prospective clinical trial and validation in a population-based registry (619 citations)
Developmental regulation and individual differences of neuronal H3K4me3 epigenomes in the prefrontal cortex (236 citations)"
Henry Amrhein,California Institute of Technology,US,"Genomics and Chromatin Dynamics
RNA Research and Splicing
RNA and protein synthesis mechanisms","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)
Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)"
Howard A. Shuman,University of Chicago,US,"Legionella and Acanthamoeba research
Vibrio bacteria research studies
Bacterial Genetics and Biotechnology","Metabolic regulation of gene expression by histone lactylation (4318 citations)
Maltose/Maltodextrin System of Escherichia coli : Transport, Metabolism, and Regulation (626 citations)
Host cell killing and bacterial conjugation require overlapping sets of genes within a 22-kb region of the Legionella pneumophila genome (544 citations)"
Huaming Chen,Torrey Pines Institute For Molecular Studies,US,"Plant Molecular Biology Research
Epigenetics and DNA Methylation
Chromosomal and Genetic Variations","Genome-Wide Insertional Mutagenesis of Arabidopsis thaliana (5121 citations)
Genome-wide High-Resolution Mapping and Functional Analysis of DNA Methylation in Arabidopsis (1858 citations)
HIV-1 Integration in the Human Genome Favors Active Genes and Local Hotspots (1835 citations)"
Hugo J. Bellen,Texas Children's Hospital,US,"Cellular transport and secretion
Neurobiology and Insect Physiology Research
Mitochondrial Function and Pathology","Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Math1 : An Essential Gene for the Generation of Inner Ear Hair Cells (1103 citations)
Glial Lipid Droplets and ROS Induced by Mitochondrial Defects Promote Neurodegeneration (917 citations)"
M. Liu,Taizhou University,CN,"Particle physics theoretical and experimental studies
High-Energy Particle Collisions Research
Particle Detector Development and Performance","Observation of a new particle in the search for the Standard Model Higgs boson with the ATLAS detector at the LHC (10846 citations)
The ATLAS Simulation Infrastructure (1888 citations)
Combined Measurement of the Higgs Boson Mass in p p Collisions at s = 7 and 8 TeV with the ATLAS and CMS Experiments (1354 citations)"
Huimin Zhao,Chinese Academy of Agricultural Sciences,CN,"Microbial Metabolic Engineering and Bioproduction
CRISPR and Genetic Engineering
Enzyme Catalysis and Immobilization","Chromatin architecture reorganization during stem cell differentiation (1839 citations)
Directed Evolution: Methodologies and Applications (743 citations)
DNA assembler, an in vivo genetic method for rapid construction of biochemical pathways (692 citations)"
Ian Bell,Queensland Department of Environment and Science,AU,"Turtle Biology and Conservation
Marine animal studies overview
Ichthyology and Marine Biology","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Thermal tolerances of sea turtle embryos: current understanding and future directions (158 citations)
Fidelity to foraging sites after long migrations (140 citations)"
Ian Dunham,Open Targets,GB,"Genomics and Chromatin Dynamics
Genetic Associations and Epidemiology
RNA and protein synthesis mechanisms","Initial sequencing and analysis of the human genome (24723 citations)
A global reference for human genetic variation (20393 citations)
An integrated encyclopedia of DNA elements in the human genome (19662 citations)"
If Barnes,European Bioinformatics Institute,GB,"Olfactory and Sensory Function Studies
Genomics and Phylogenetic Studies
RNA and protein synthesis mechanisms","GENCODE: The reference human genome annotation for The ENCODE Project (5098 citations)
GENCODE reference annotation for the human and mouse genomes (3556 citations)
Ensembl 2022 (2215 citations)"
Igor Antoshechkin,California Institute of Technology,US,"Insect symbiosis and bacterial influences
Mosquito-borne diseases and control
CRISPR and Genetic Engineering","Landscape of transcription in human cells (5425 citations)
An integrated encyclopedia of DNA elements in the human genome (2783 citations)
Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)"
Inkyung Jung,,,"Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation
Chromosomal and Genetic Variations","Chromatin architecture reorganization during stem cell differentiation (1839 citations)
CRISPR Inversion of CTCF Sites Alters Genome Topology and Enhancer/Promoter Function (1069 citations)
A Compendium of Chromatin Contact Maps Reveals Spatially Active Regions in the Human Genome (1006 citations)"
Iros Barozzi,Medical University of Vienna,AT,"Estrogen and related hormone effects
Epigenetics and DNA Methylation
Genomics and Chromatin Dynamics","Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)
A Large Fraction of Extragenic RNA Pol II Transcription Sites Overlap Enhancers (959 citations)
Latent Enhancers Activated by Stimulation in Differentiated Cells (887 citations)"
Irwin Jungreis,Massachusetts Institute of Technology,US,"RNA and protein synthesis mechanisms
RNA modifications and cancer
Genomics and Chromatin Dynamics","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Expanding the human proteome with microproteins and peptideins (25 citations)
ORBL_tools: tools for measuring evolutionary conservation and constraint of 'ORFness' of an open reading frame. (0 citations)"
Itamar Simon,Hebrew University of Jerusalem,IL,"Genomics and Chromatin Dynamics
Gene expression and cancer classification
Epigenetics and DNA Methylation","Transcriptional Regulatory Networks in Saccharomyces cerevisiae (3011 citations)
Genome-Wide Location and Function of DNA Binding Proteins (1783 citations)
Polycomb-mediated methylation on Lys27 of histone H3 pre-marks genes for de novo methylation in cancer (1236 citations)"
J Costello,Neurological Surgery,US,"Glioma Diagnosis and Treatment
Epigenetics and DNA Methylation
RNA modifications and cancer","Integrative analysis of 111 reference human epigenomes (7219 citations)
The NIH Roadmap Epigenomics Mapping Consortium (2067 citations)
The clonal and mutational evolution spectrum of primary triple-negative breast cancers (2035 citations)"
J Stamatoyannopoulos,Altius Institute for Biomedical Sciences,US,"Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation
RNA and protein synthesis mechanisms","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Comprehensive Mapping of Long-Range Interactions Reveals Folding Principles of the Human Genome (9780 citations)
Integrative analysis of 111 reference human epigenomes (7219 citations)"
J. Michael Cherry,Stanford University,US,"Bioinformatics and Genomic Networks
Fungal and yeast genetics research
Biomedical Text Mining and Ontologies","Gene Ontology: tool for the unification of biology (45281 citations)
The Genome Sequence of Drosophila melanogaster (6044 citations)
The Gene Ontology resource: enriching a GOld mine (3986 citations)"
George J. Schreiber,,,"Monoclonal and Polyclonal Antibodies Research
Glycosylation and Glycoproteins Research
Radiopharmaceutical Chemistry and Applications","Gene expression profiling predicts clinical outcome of breast cancer (9643 citations)
A Gene-Expression Signature as a Predictor of Survival in Breast Cancer (6549 citations)
Anti-tumor effects of antibody-alkaline phosphatase conjugates in combination with etoposide phosphate. (235 citations)"
Jaafar N. Haidar,Dragonfly Therapeutics (United States),,"Cancer Immunotherapy and Biomarkers
Monoclonal and Polyclonal Antibodies Research
Immunotherapy and Immune Responses","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Therapeutic high affinity T cell receptor targeting a KRASG12D cancer neoantigen (114 citations)
Somatostatin Receptor-Specific Analogs: Effects on Cell Proliferation and Growth Hormone Secretion in Human Somatotroph Tumors1 (84 citations)"
Jacqueline Chrast,University of Lausanne,CH,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
Genomic variations and chromosomal abnormalities","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Landscape of transcription in human cells (5425 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)"
Jacquelyn R. Idol,National Human Genome Research Institute,US,"RNA and protein synthesis mechanisms
Chromosomal and Genetic Variations
Genomics and Chromatin Dynamics","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Pendred syndrome is caused by mutations in a putative sulphate transporter gene (PDS) (1155 citations)
A physical map of the human genome (932 citations)"
James A. Thomson,Morgridge Institute for Research,US,"Pluripotent Stem Cells Research
CRISPR and Genetic Engineering
3D Printing in Biomedical Research","Embryonic Stem Cell Lines Derived from Human Blastocysts (15990 citations)
Induced Pluripotent Stem Cell Lines Derived from Human Somatic Cells (10323 citations)
Integrative analysis of 111 reference human epigenomes (7219 citations)"
James C. Mullikin,National Human Genome Research Institute,US,"Genomics and Phylogenetic Studies
Chromosomal and Genetic Variations
Genomics and Rare Diseases","Initial sequencing and analysis of the human genome (24723 citations)
Initial sequencing and comparative analysis of the mouse genome (7303 citations)
The International HapMap Project (6186 citations)"
James Taylor,University of Ottawa,CA,"Scientific Computing and Data Management
Genomics and Phylogenetic Studies
Genomics and Chromatin Dynamics","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2018 update (3987 citations)
Galaxy: a comprehensive approach for supporting accessible, reproducible, and transparent computational research in the life sciences (3555 citations)"
James W. Posakony,University of California San Diego,US,"Developmental Biology and Gene Regulation
Neurobiology and Insect Physiology Research
Genomics and Chromatin Dynamics","Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Suppressor of hairless directly activates transcription of enhancer of split complex genes in response to Notch receptor activity. (598 citations)
A cis-regulatory map of the Drosophila genome (545 citations)"
Jan O. Korbel,European Molecular Biology Laboratory,DE,"Cancer Genomics and Diagnostics
Genomics and Phylogenetic Studies
Genomic variations and chromosomal abnormalities","A global reference for human genetic variation (20393 citations)
Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
The repertoire of mutational signatures in human cancer (3843 citations)"
Jane M. Landolin,,,"Genomics and Phylogenetic Studies
Chromosomal and Genetic Variations
RNA Research and Splicing","The developmental transcriptome of Drosophila melanogaster (1611 citations)
Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Assembling large genomes with single-molecule sequencing and locality-sensitive hashing (1012 citations)"
Jane M. Lin,University of Massachusetts Boston,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA Research and Splicing","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
Identification and Characterization of Cell Type–Specific and Ubiquitous Chromatin Regulatory Structures in the Human Genome (221 citations)
Transcription factor binding and modified histones in human bidirectional promoters (142 citations)"
Jared T. Nordman,Vanderbilt University,US,"DNA Repair Mechanisms
Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation","Identification of Functional Elements and Regulatory Circuits by Drosophila modENCODE (1314 citations)
Repression of Clostridium difficile toxin gene expression by CodY (236 citations)
Localization of RecA in Escherichia coli K‐12 using RecA–GFP (118 citations)"
Jason A. Brooks,University of Massachusetts Chan Medical School,US,"Genomics and Chromatin Dynamics
RNA and protein synthesis mechanisms
RNA modifications and cancer","Expanded encyclopaedias of DNA elements in the human and mouse genomes (2668 citations)
Perspectives on ENCODE (232 citations)
Author Correction: Expanded encyclopaedias of DNA elements in the human and mouse genomes (21 citations)"
Jason Ernst,Broad Center,US,"Genomics and Chromatin Dynamics
Epigenetics and DNA Methylation
RNA Research and Splicing","An integrated encyclopedia of DNA elements in the human genome (19662 citations)
Integrative analysis of 111 reference human epigenomes (7219 citations)
Mapping and analysis of chromatin state dynamics in nine human cell types (3097 citations)"
Javier Herrero,University College London,GB,"Genomics and Phylogenetic Studies
Cancer Genomics and Diagnostics
Cancer Immunotherapy and Biomarkers","A global reference for human genetic variation (20393 citations)
An integrated encyclopedia of DNA elements in the human genome (19662 citations)
An integrated map of genetic variation from 1,092 human genomes (8263 citations)"
Jean‐Bosco Tagne,Boston University,US,"Fungal and yeast genetics research
RNA modifications and cancer
MicroRNA in disease regulation","Transcriptional Regulatory Networks in Saccharomyces cerevisiae (3011 citations)
Transcriptional regulatory code of a eukaryotic genome (2202 citations)
A Systems Approach to Mapping DNA Damage Response Pathways (272 citations)"
Jee Young Kwon,The Jackson Laboratory for Genomic Medicine,US,"Nanoparticles: synthesis and applications
Air Quality and Health Impacts
Cancer Research and Treatments","Multi-platform discovery of haplotype-resolved structural variation in human genomes (1052 citations)
Bifidobacterium bifidum strains synergize with immune checkpoint inhibitors to reduce tumour burden in mice (331 citations)
Human-specific tandem repeat expansion and differential gene expression during primate evolution (160 citations)"
Jeff Goldy,Allen Institute,US,"Single-cell and spatial transcriptomics
Neuroinflammation and Neurodegeneration Mechanisms
Neural dynamics and brain function","Identification and analysis of functional elements in 1% of the human genome by the ENCODE pilot project (5287 citations)
An anatomically comprehensive atlas of the adult human brain transcriptome (3395 citations)
Shared and distinct transcriptomic cell types across neocortical areas (2019 citations)"
