Tatiana Domratcheva,Lomonosov Moscow State University,RU,"Photoreceptor and optogenetics research
Light effects on plants
Photosynthetic Processes and Mechanisms","Mechanism and dynamics of fatty acid photodecarboxylase (231 citations)
Crystal Structure and Mechanism of a DNA (6‐4) Photolyase (194 citations)
Structure of a bacterial BLUF photoreceptor: Insights into blue light-mediated signal transduction (176 citations)"
Thomas F. Schulz,Medizinische Hochschule Hannover,DE,"Viral-associated cancers and disorders
Cytomegalovirus and herpesvirus research
Parvovirus B19 Infection Studies","Detection of Kaposi sarcoma associated herpesvirus in peripheral blood of HIV-infected individuals and progression to Kaposi's sarcoma (884 citations)
Kaposi's sarcoma-associated herpesvirus infects endothelial and spindle cells (694 citations)
Prevalence of Kaposi's sarcoma associated herpesvirus infection measured by antibodies to recombinant capsid protein and latent immunofluorescence antigen (630 citations)"
Thorsten Lührs,Voith (Germany),DE,"Prion Diseases and Protein Misfolding
Trace Elements in Health
Neurological diseases and metabolism","3D structure of Alzheimer's amyloid-β(1–42) fibrils (2014 citations)
NMR solution structure of the human prion protein (1100 citations)
The fold of α-synuclein fibrils (559 citations)"
Tilman Kottke,Hochschule Bielefeld,DE,"Light effects on plants
Photoreceptor and optogenetics research
Photosynthetic Processes and Mechanisms","A blue-light photoreceptor mediates the feedback regulation of photosynthesis (257 citations)
Phot-LOV1: Photocycle of a Blue-Light Receptor Domain from the Green Alga Chlamydomonas reinhardtii (250 citations)
A Novel Photoreaction Mechanism for the Circadian Blue Light Photoreceptor Drosophila Cryptochrome (211 citations)"
Timm Fiebig,German Center for Infection Research,DE,"Bacterial Infections and Vaccines
Glycosylation and Glycoproteins Research
Escherichia coli research studies","Molecular Cloning and Functional Characterization of Components of the Capsule Biosynthesis Complex of Neisseria meningitidis Serogroup A (52 citations)
Functional expression of the capsule polymerase of Neisseria meningitidis serogroup X: A new perspective for vaccine development (44 citations)
A New Family of Capsule Polymerases Generates Teichoic Acid-Like Capsule Polymers in Gram-Negative Pathogens (42 citations)"
Udo Bläsi,Vienna Biocenter,AT,"RNA and protein synthesis mechanisms
Bacterial Genetics and Biotechnology
Bacteriophages and microbial interactions","RNA Chaperones, RNA Annealers and RNA Helicases (331 citations)
Coincident Hfq binding and RNase E cleavage sites on mRNA and small regulatory RNAs (267 citations)
Reduced virulence of a hfq mutant of Pseudomonas aeruginosa O1 (230 citations)"
Dagmar-Ulrike Richter,University of Rostock,DE,"Reproductive System and Pregnancy
Pregnancy and preeclampsia studies
Preterm Birth and Chorioamnionitis","Expression of the Metastasis Suppressor KAI1 in Decidual Cells at the Human Maternal-Fetal Interface (54 citations)
Expression of the inhibin-alpha subunit in normal, hyperplastic and malignant endometrial tissue: an immunohistochemical analysis (40 citations)
Cathepsin D expression in normal, hyperplastic and malignant endometrial tissue: an immunohistochemical analysis (39 citations)"
Ute Curth,Medizinische Hochschule Hannover,DE,"Bacterial Genetics and Biotechnology
DNA and Nucleic Acid Chemistry
DNA Repair Mechanisms","Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved α-ketoamide inhibitors (3458 citations)
Crystal structure of human mitochondrial single-stranded DNA binding protein at 2.4 Å resolution (179 citations)
Molecular mechanism of Ena/VASP‐mediated actin‐filament elongation (167 citations)"
Wolfgang Pfleiderer,,,"DNA and Nucleic Acid Chemistry
Synthesis and Characterization of Heterocyclic Compounds
Chemical Synthesis and Analysis","Tetrahydrobiopterin biosynthetic activities in human macrophages, fibroblasts, THP-1, and T 24 cells. GTP-cyclohydrolase I is stimulated by interferon-gamma, and 6-pyruvoyl tetrahydropterin synthase and sepiapterin reductase are constitutively present. (242 citations)
The p-nitrophenylethyl (NPE) group (203 citations)
Photolabile protecting groups for nucleosides: Synthesis and photodeprotection rates (182 citations)"
Štefan Albert,,,"Insect and Arachnid Ecology and Behavior
Insect and Pesticide Research
Plant and animal studies","Insights into social insects from the genome of the honeybee Apis mellifera (1904 citations)
Functional and Evolutionary Insights from the Genomes of Three Parasitoid Nasonia Species (907 citations)
Ras oncogenes and their downstream targets (467 citations)"
А.Д. Никулин,Institute of Protein Research,RU,"RNA and protein synthesis mechanisms
Superconducting Materials and Applications
RNA modifications and cancer","The fabrication, properties and microstructure of Cu–Ag and Cu–Nb composite conductors (171 citations)
The crystal structure of UUCG tetraloop 1 1Edited by J Doudna (157 citations)
Structure of the L1 protuberance in the ribosome (92 citations)"
С.В. Никонов,Institute of Protein Research,RU,"RNA and protein synthesis mechanisms
RNA modifications and cancer
Enzyme Structure and Function","Crystal structure of ferrochelatase: the terminal enzyme in heme biosynthesis (189 citations)
Crystal structure of the ribosomal protein S6 from Thermus thermophilus. (147 citations)
Crystal structure of the ribosomal protein S6 from Thermus thermophilus. (139 citations)"
Rainer Hempel,Technische Universität Braunschweig,DE,"Spectral Theory in Mathematical Physics
Advanced Mathematical Modeling in Engineering
Numerical methods in inverse problems","The essential spectrum of Neumann Laplacians on some bounded singular domains (146 citations)
Spectral properties of periodic media in the large coupling limit (116 citations)
Eigenvalue branches of the Schr�dinger operatorH??W in a gap of ?(H) (109 citations)"
Svetlana Boyarchenko,The University of Texas at Austin,US,"Stochastic processes and financial applications
Capital Investment and Risk Analysis
Economic theories and models","Non-Gaussian Merton-Black-Scholes Theory (339 citations)
OPTION PRICING FOR TRUNCATED LÉVY PROCESSES (304 citations)
Perpetual American Options Under Lévy Processes (198 citations)"
Vladimir Stukopin,,,"Algebraic structures and combinatorial models
Advanced Topics in Algebra
Nonlinear Waves and Solitons","The quantum Weyl group and the universal quantumR-matrix for affine lie algebraA 1 (1) (58 citations)
Yangians of Lie superalgebras of typeA(m, n) (43 citations)
The quantum double of the Yangian of the Lie superalgebra A(m, n) and computation of the universal R-matrix (21 citations)"
Abhijit Gadde,Tata Institute of Fundamental Research,IN,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","Four Dimensional Superconformal Index from q -Deformed Two Dimensional Yang-Mills Theory (270 citations)
S-duality and 2d topological QFT (259 citations)
Walls, lines, and spectral dualities in 3d gauge theories (130 citations)"
Amer Iqbal,Lahore University of Management Sciences,PK,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Cosmology and Gravitation Theories","The refined topological vertex (463 citations)
D-Branes And Mirror Symmetry (447 citations)
Quantum foam and topological strings (270 citations)"
Andreas Brandhuber,Queen Mary University of London,GB,"Black Holes and Theoretical Physics
Particle physics theoretical and experimental studies
Quantum Chromodynamics and Particle Interactions","MHV amplitudes in N = 4 super-Yang–Mills and Wilson Loops (511 citations)
Wilson loops in the large N limit at finite temperature1Work supported in part by the US-Israel Binational Science Foundation, by GIF - the German-Israeli Foundation for Scientific Research, and by the Israel Science Foundation.1 (284 citations)
The D4–D8 brane system and five dimensional fixed points (268 citations)"
Andrew Strominger,Harvard University Press,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Noncommutative and Quantum Gravity Theories","Vacuum configurations for superstrings (2723 citations)
Charged black holes in string theory (1276 citations)
The dS/CFT correspondence (1255 citations)"
Can Kozçaz,Feza Gürsey Institute,TR,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Nonlinear Waves and Solitons","Energy loss of a heavy quark moving through Script N = 4 supersymmetric Yang-Mills plasma (754 citations)
The refined topological vertex (463 citations)
M-Strings (195 citations)"
Cumrun Vafa,Harvard University Press,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Noncommutative and Quantum Gravity Theories","Strings on orbifolds (1851 citations)
The string landscape, black holes and gravity as the weakest force (1364 citations)
Strings on orbifolds (II) (1277 citations)"
Peijun Du,Nanjing University,CN,"Remote Sensing and Land Use
Remote-Sensing Image Classification
Remote Sensing in Agriculture","A review of supervised object-based land-cover image classification (898 citations)
A global record of annual terrestrial Human Footprint dataset from 2000 to 2018 (727 citations)
Random Forest and Rotation Forest for fully polarized SAR image classification using polarimetric and spatial features (476 citations)"
Emil J. Martinec,Instituto de Física Teórica,ES,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","An Introduction to Quantum Field Theory (2323 citations)
Strings in background fields (1660 citations)
Heterotic String (1602 citations)"
Herman Verlinde,Princeton University,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Noncommutative and Quantum Gravity Theories","On the holographic renormalization group (712 citations)
Topological strings in d < 1 (680 citations)
Matrix string theory (679 citations)"
Hiroyuki Fuji,Kobe University,JP,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Cosmology and Gravitation Theories","Summing up all genus free energy of ABJM matrix model (192 citations)
The volume conjecture, perturbative knot invariants, and recursion relations for topological strings (114 citations)
Localization with a surface operator, irregular conformal blocks and open topological string (75 citations)"
Jacob Rasmussen,University of Illinois Urbana-Champaign,US,"Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology
Advanced Combinatorial Mathematics","Floer homology and knot complements (524 citations)
Khovanov homology and the slice genus (511 citations)
The Superpolynomial for Knot Homologies (247 citations)"
Jonatan Lenells,KTH Royal Institute of Technology,SE,"Nonlinear Waves and Solitons
Nonlinear Photonic Systems
Advanced Mathematical Physics Problems","Traveling wave solutions of the Camassa–Holm equation (342 citations)
Traveling wave solutions of the Degasperis–Procesi equation (216 citations)
On a novel integrable generalization of the nonlinear Schrödinger equation (190 citations)"
Lotte Hollands,Maxwell Institute for Mathematical Sciences,GB,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Nonlinear Waves and Solitons","Vortex Counting and Lagrangian 3-Manifolds (321 citations)
Spectral Networks and Fenchel–Nielsen Coordinates (65 citations)
The superconformal index and an elliptic algebra of surface defects (42 citations)"
Luis F. Alday,University of Oxford,GB,"Black Holes and Theoretical Physics
Particle physics theoretical and experimental studies
Quantum Chromodynamics and Particle Interactions","Liouville Correlation Functions from Four-Dimensional Gauge Theories (1558 citations)
Gluon scattering amplitudes at strong coupling (989 citations)
Loop and surface operators in $ \mathcal{N} = 2 $ gauge theory and Liouville modular geometry (447 citations)"
Marko Stošić,University of Lisbon,PT,"Algebraic structures and combinatorial models
Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology","Factorization for non-rigid and articulated structure using metric projections (137 citations)
Quadruply-graded colored homology of knots (73 citations)
sl(N)-LINK HOMOLOGY (N ≥ 4) USING FOAMS AND THE KAPUSTIN-LI FORMULA (73 citations)"
Nathan M. Dunfield,,,"Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology
Mathematical Dynamics and Fractals","The Superpolynomial for Knot Homologies (247 citations)
Cyclic surgery, degrees of maps of character curves, and volume rigidity for hyperbolic manifolds (106 citations)
Finite covers of random 3-manifolds (94 citations)"
Pavel Putrov,Tsinghua University,CN,"Black Holes and Theoretical Physics
Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models","From Weak to Strong Coupling in ABJM Theory (334 citations)
ABJM theory as a Fermi gas (287 citations)
Nonperturbative aspects of ABJM theory (227 citations)"
Piotr Sułkowski,University of Warsaw,PL,"Algebraic structures and combinatorial models
Black Holes and Theoretical Physics
Geometric and Algebraic Topology","KnotProt: a database of proteins with knots and slipknots (206 citations)
Dodging the crisis of folding proteins with knots (176 citations)
Stabilizing effect of knots on proteins (156 citations)"
Steven S. Gubser,Princeton University,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Large N field theories, string theory and gravity (5610 citations)
Modeling the fifth dimension with scalars and gravity (1140 citations)
Breaking an Abelian gauge symmetry near a black hole horizon (1029 citations)"
Tudor Dimofte,University of Edinburgh,GB,"Black Holes and Theoretical Physics
Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models","Gauge Theories Labelled by Three-Manifolds (414 citations)
3-Manifolds and 3d indices (332 citations)
Localization techniques in quantum field theories (324 citations)"
Yuji Tachikawa,The University of Tokyo,JP,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Quantum Chromodynamics and Particle Interactions","Liouville Correlation Functions from Four-Dimensional Gauge Theories (1558 citations)
Reading between the lines of four-dimensional gauge theories (543 citations)
Loop and surface operators in $ \mathcal{N} = 2 $ gauge theory and Liouville modular geometry (447 citations)"
Christopher Brav,Shanghai Institute for Mathematics and Interdisciplinary Sciences,,"Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology
Advanced Algebra and Geometry","A ‘Darboux theorem’ for shifted symplectic structures on derived Artin stacks, with applications (110 citations)
Braid groups and Kleinian singularities (58 citations)
Relative Calabi–Yau structures (56 citations)"
Daniel Murfet,The University of Melbourne,AU,"Algebraic structures and combinatorial models
Advanced Topics in Algebra
Homotopy and Cohomology in Algebraic Topology","Totally acyclic complexes over noetherian schemes (69 citations)
The mock homotopy category of projectives and Grothendieck duality (66 citations)
Adjunctions and defects in Landau–Ginzburg models (63 citations)"
Gregory W. Stevenson,Rochester Christian University,US,"Animal Virus Infections Studies
Viral gastroenteritis research and epidemiology
Virus-based gene therapy research","Emergence of Porcine epidemic diarrhea virus in the United States: clinical signs, lesions, and viral genomic sequences (722 citations)
Isolation and Characterization of Porcine Epidemic Diarrhea Viruses Associated with the 2013 Disease Outbreak among Swine in the United States (435 citations)
Pathogenesis of porcine epidemic diarrhea virus isolate (US/Iowa/18984/2013) in 3-week-old weaned pigs (189 citations)"
Gustavo Jasso,University of Cologne,DE,"Algebraic structures and combinatorial models
Advanced Topics in Algebra
Homotopy and Cohomology in Algebraic Topology","n-abelian and n-exact categories (134 citations)
REDUCTION OF τ-TILTING MODULES AND TORSION PAIRS (113 citations)
Higher Nakayama algebras I: Construction (40 citations)"
J. P. C. Greenlees,Coventry University,GB,"Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models
Advanced Topics in Algebra","Equivariant Homotopy and Cohomology Theory (378 citations)
Generalized Tate cohomology (288 citations)
Derived functors of I-adic completion and local homology (192 citations)"
Michael K. Brown,Auburn University,US,"Algebraic structures and combinatorial models
Algebraic Geometry and Number Theory
Commutative Algebra and Its Applications","Working the Street: Police Discretion and the Dilemmas of Reform (414 citations)
Globalists: The end of empire and the birth of neoliberalism (353 citations)
Shifting the Color Line: Race and the American Welfare State. (344 citations)"
Mikhail Kapranov,,,"Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology
Advanced Topics in Algebra","Discriminants, Resultants, and Multidimensional Determinants (2376 citations)
Koszul duality for operads (814 citations)
Chow quotients of Grassmannians. I (345 citations)"
Tashi Walde,University of Regensburg,DE,"Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models
Advanced Operator Algebra Research","The Art of Decision Making: Mirrors of Imagination, Masks of Fate (29 citations)
Simplicial structures in higher Auslander–Reiten theory (26 citations)
Generalised BGP Reflection Functors via the Grothendieck Construction (7 citations)"
Vadim Schechtman,Kavli Institute for the Physics and Mathematics of the Universe,JP,"Algebraic structures and combinatorial models
Advanced Topics in Algebra
Homotopy and Cohomology in Algebraic Topology","Arrangements of hyperplanes and Lie algebra homology (399 citations)
Chiral de Rham Complex (216 citations)
Determinant bundles and Virasoro algebras (188 citations)"
Wojciech Chachólski,KTH Royal Institute of Technology,SE,"Homotopy and Cohomology in Algebraic Topology
Topological and Geometric Data Analysis
Algebraic structures and combinatorial models","Homotopy theory of diagrams (99 citations)
On the functors CWA and PA (52 citations)
The A-core and A-cover of a group (24 citations)"
Alexis Kouvidakis,University of Crete,GR,"Algebraic Geometry and Number Theory
Advanced Algebra and Geometry
Homotopy and Cohomology in Algebraic Topology","The automorphism group of the moduli space of semi stable vector bundles (54 citations)
Divisors on symmetric products of curves (42 citations)
On the Symmetric Product of a Curve with General Moduli (30 citations)"
Andrei Căldăraru,University of Wisconsin–Madison,US,"Homotopy and Cohomology in Algebraic Topology
Algebraic Geometry and Number Theory
Algebraic structures and combinatorial models","THE MUKAI PAIRING, II: THE HOCHSCHILD-KOSTANT-ROSENBERG ISOMORPHISM (161 citations)
Non-Birational Twisted Derived Equivalences in Abelian GLSMs (112 citations)
Derived categories of twisted sheaves on elliptic threefolds (81 citations)"
Andrew Kresch,University of Zurich,CH,"Algebraic Geometry and Number Theory
Advanced Algebra and Geometry
Advanced Combinatorial Mathematics","Cycle groups for Artin stacks (241 citations)
Brauer groups and quotient stacks (162 citations)
Gromov-Witten invariants on Grassmannians (131 citations)"
André Henriques,University of Oxford,GB,"Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology
Advanced Topics in Algebra","Cluster decomposition, T-duality, and gerby CFTs (150 citations)
Integrating -algebras (100 citations)
Computation of generalized equivariant cohomologies of Kac–Moody flag varieties (100 citations)"
Bertrand ToÃ«n,Université de Montpellier,FR,"Algebraic structures and combinatorial models
Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology","Stacks and Categories in Geometry, Topology, and Algebra (55 citations)"
Bertrand Toën,Institut de Mathématiques de Toulouse,FR,"Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models
Algebraic Geometry and Number Theory","Shifted symplectic structures (348 citations)
Moduli of objects in dg-categories (273 citations)
Derived algebraic geometry (258 citations)"
Bumsig Kim,,,"Algebraic Geometry and Number Theory
Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models","3 QUANTUM COHOMOLOGY OF FLAG MANIFOLDS AND TODA LATTICES (160 citations)
Functoriality in intersection theory and a conjecture of Cox, Katz, and Lee (123 citations)
Mirror symmetry and toric degenerations of partial flag manifolds (121 citations)"
Burt A. Ovrut,University of Pennsylvania,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Ekpyrotic universe: Colliding branes and the origin of the hot big bang (1566 citations)
Universe as a domain wall (652 citations)
From big crunch to big bang (637 citations)"
Daniel Robbins,Anglia Ruskin University,GB,"Sports Performance and Training
Catalytic C–H Functionalization Methods
Muscle activation and electromyography studies","Post-Activation Potentiation (550 citations)
Discovery of Mcl-1-specific inhibitor AZD5991 and preclinical activity in multiple myeloma and acute myeloid leukemia (490 citations)
Photoredox Mediated Nickel Catalyzed Cross-Coupling of Thiols With Aryl and Heteroaryl Iodides via Thiyl Radicals (462 citations)"
Daniel Waldram,Imperial College London,GB,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Noncommutative and Quantum Gravity Theories","Universe as a domain wall (652 citations)
Sasaki-Einstein Metrics on S^2\times S^3 (484 citations)
Heterotic M-theory in five dimensions (439 citations)"
Eric Sharpe,Virginia Tech,US,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology","Notes on generalized global symmetries in QFT (181 citations)
Compactifications of heterotic strings on non-Kähler complex manifolds II (152 citations)
Cluster decomposition, T-duality, and gerby CFTs (150 citations)"
Gabriele Vezzosi,University of Florence,IT,"Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models
Advanced Topics in Algebra","Homotopical algebraic geometry. II. Geometric stacks and applications (418 citations)
Shifted symplectic structures (348 citations)
Homotopical algebraic geometry I: topos theory (221 citations)"
H.‐H. Tseng,National Yang Ming Chiao Tung University,TW,"Semiconductor materials and devices
Advancements in Semiconductor Devices and Circuit Design
Integrated Circuits and Semiconductor Failure Analysis","Fermi-Level Pinning at the Polysilicon/Metal Oxide Interface—Part I (224 citations)
The effects of boron penetration on p/sup +/ polysilicon gated PMOS devices (211 citations)
Dipole model explaining high-k/metal gate field effect transistor threshold voltage tuning (183 citations)"
Helmut Clemens,Materials Center Leoben (Austria),AT,"Intermetallics and Advanced Alloy Properties
MXene and MAX Phase Materials
Advanced materials and composites","Mechanical properties, microstructure and thermal stability of a nanocrystalline CoCrFeMnNi high-entropy alloy after severe plastic deformation (1340 citations)
Design, Processing, Microstructure, Properties, and Applications of Advanced Intermetallic TiAl Alloys (1214 citations)
Microstructural design of hard coatings (1006 citations)"
Jacques Distler,The University of Texas at Austin,US,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","Conformal field theory and 2D quantum gravity (1114 citations)
NILPOTENT ORBITS AND CODIMENSION-2 DEFECTS OF 6d${\mathcal N} = (2, 0)$ THEORIES (218 citations)
Aspects of (2, 0) string compactifications (204 citations)"
Joseph Marsano,University of Chicago,US,"Black Holes and Theoretical Physics
Particle physics theoretical and experimental studies
Quantum Chromodynamics and Particle Interactions","The Hagedorn/Deconfinement Phase Transition in Weakly Coupled Large N Gauge Theories (647 citations)
Yukawas, G-flux, and spectral covers from resolved Calabi-Yau’s (157 citations)
First order deconfinement transition in large N Yang-Mills theory on a small S3 (154 citations)"
Martijn Wijnholt,,,"Black Holes and Theoretical Physics
Particle physics theoretical and experimental studies
Cosmology and Gravitation Theories","Model building with $F$-theory (363 citations)
Breaking GUT groups in F-theory (249 citations)
Model Building with F-Theory (178 citations)"
Matt Ando,University of Illinois Urbana-Champaign,US,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Quantum Chromodynamics and Particle Interactions","Elliptic genera of Landau–Ginzburg models over nontrivial spaces (15 citations)
Two-dimensional topological field theories as taffy (3 citations)"
Michel VaquiÃ©,Université Toulouse III - Paul Sabatier,FR,"Algebraic structures and combinatorial models
Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology","Stacks and Categories in Geometry, Topology, and Algebra (55 citations)"
Michel Vaquié,Institut de Mathématiques de Toulouse,FR,"Algebraic Geometry and Number Theory
Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models","Shifted symplectic structures (348 citations)
Moduli of objects in dg-categories (273 citations)
Extension d’une valuation (114 citations)"
Simeon Hellerman,The University of Tokyo,JP,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Geometric Constructions of Nongeometric String Theories (250 citations)
Cluster decomposition, T-duality, and gerby CFTs (150 citations)
A Universal Inequality for CFT and Quantum Gravity (126 citations)"
Stuart Raby,The Ohio State University,US,"Particle physics theoretical and experimental studies
Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions","Review of Particle Physics (6725 citations)
Review of Particle Physics (6018 citations)
Review of Particle Properties (3120 citations)"
Thomas Vandermeulen,Texas A&M University,US,"Black Holes and Theoretical Physics
Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models","Notes on gauging noninvertible symmetries. Part I. Multiplicity-free cases (36 citations)
Decomposition, trivially-acting symmetries, and topological operators (21 citations)
Orbifolds by 2-groups and decomposition (19 citations)"
Volker Braun,Universität Hamburg,DE,"Advanced MIMO Systems Optimization
German Literature and Culture Studies
Advanced Wireless Communication Techniques","Scenarios for 5G mobile and wireless communications: the vision of the METIS project (2046 citations)
The role of small cells, coordinated multipoint, and massive MIMO in 5G (742 citations)
Joint Design of Communication and Sensing for Beyond 5G and 6G Systems (515 citations)"
Yang‐Hui He,"City St George's, University of London",GB,"Black Holes and Theoretical Physics
Algebraic Geometry and Number Theory
Algebraic structures and combinatorial models","D-brane gauge theories from toric singularities and toric duality (345 citations)
Counting gauge invariants: the plethystic program (307 citations)
Dimer Models from Mirror Symmetry and Quivering Amoebae (279 citations)"
A. B. Goncharov,Yale University,US,"Advanced Algebra and Geometry
Algebraic Geometry and Number Theory
Algebraic structures and combinatorial models","Moduli spaces of local systems and higher Teichmüller theory (777 citations)
Multiple polylogarithms, cyclotomy and modular complexes (730 citations)
Classical Polylogarithms for Amplitudes and Wilson Loops (651 citations)"
Brian J. Willett,Medical Research Council,GB,"HIV Research and Treatment
SARS-CoV-2 and COVID-19 Research
Virus-based gene therapy research","SARS-CoV-2 Omicron is an immune escape variant with an altered cell entry pathway (735 citations)
SARS-CoV-2 variant evasion of monoclonal antibodies based on in vitro studies (373 citations)
Children develop robust and sustained cross-reactive spike-specific immune responses to SARS-CoV-2 infection (217 citations)"
Bruno Le Floch,Laboratoire de Physique Théorique et Hautes Energies,FR,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Quantum Chromodynamics and Particle Interactions","Localization techniques in quantum field theories (324 citations)
Exact results in D = 2 supersymmetric gauge theories (311 citations)
M2-brane surface operators and gauge theory dualities in Toda (79 citations)"
Christopher Beem,Mathematical Institute of the Slovak Academy of Sciences,SK,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Cosmology and Gravitation Theories","Infinite Chiral Symmetry in Four Dimensions (579 citations)
N = 4 Superconformal Bootstrap (256 citations)
Four-dimensional SCFTs from M5-branes (244 citations)"
David R. Morrison,"University of California, Santa Barbara",US,"Black Holes and Theoretical Physics
Algebraic Geometry and Number Theory
Particle physics theoretical and experimental studies","String theory (2022 citations)
Compactifications of F-theory on Calabi-Yau threefolds (II) (967 citations)
Compactifications of F-theory on Calabi-Yau threefolds. (I) (735 citations)"
Francesco Benini,"Istituto Nazionale di Fisica Nucleare, Sezione di Trieste",IT,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Quantum Chromodynamics and Particle Interactions","Black hole microstates in AdS4 from supersymmetric localization (346 citations)
Partition Functions of $${\mathcal{N}=(2,2)}$$ N = ( 2 , 2 ) Gauge Theories on S 2 and Vortices (330 citations)
Elliptic Genera of 2d $${\mathcal{N}}$$ N = 2 Gauge Theories (327 citations)"
Hee Cheol Kim,Sungkyunkwan University,KR,"Colorectal Cancer Surgical Treatments
Colorectal and Anal Carcinomas
Colorectal Cancer Treatments and Studies","Lineage-dependent gene expression programs influence the immune landscape of colorectal cancer (1057 citations)
Risk Factors and Oncologic Impact of Anastomotic Leakage after Rectal Cancer Surgery (280 citations)
Prevalence and detection of low-allele-fraction variants in clinical cancer samples (206 citations)"
Hee‐Joong Chung,Jeju National University,KR,"Geometric and Algebraic Topology
Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology","3d-3d Correspondence Revisited (47 citations)
(2,2) and (0,4) supersymmetric boundary conditions in 3d N=4 theories and type IIB branes (27 citations)
Arithmetic Chern–Simons Theory II (12 citations)"
James L. Hutchinson,University of Bristol,GB,"Platelet Disorders and Treatments
Antiplatelet Therapy and Cardiovascular Diseases
Reproductive System and Pregnancy","A Salmonella typhimurium Effector Protein SifA Is Modified by Host Cell Prenylation and S-Acylation Machinery (112 citations)
Salmonella regulates polyubiquitination and surface expression of MHC class II antigens (80 citations)
Anti-inflammatory mediators as physiological and pharmacological regulators of parturition (60 citations)"
Jawad S. Khalil,University of Leeds,GB,"Platelet Disorders and Treatments
Antiplatelet Therapy and Cardiovascular Diseases
Blood properties and coagulation","Alterations in platelet proteome signature and impaired platelet integrin αIIbβ3 activation in patients with COVID-19 (21 citations)
Platelet Reactive Oxygen Species, Oxidised Lipid Stress, Current Perspectives, and an Update on Future Directions (16 citations)
The membrane-associated fraction of cyclase associate protein 1 translocates to the cytosol upon platelet stimulation (14 citations)"
Jeffrey Randall,University of Kansas Medical Center,US,"Alzheimer's disease research and treatments
Traumatic Brain Injury Research
RNA Research and Splicing","Single-molecule enzyme-linked immunosorbent assay detects serum proteins at subfemtomolar concentrations (2141 citations)
An Iron-responsive Element Type II in the 5′-Untranslated Region of the Alzheimer's Amyloid Precursor Protein Transcript (553 citations)
Plasma tau levels in Alzheimer's disease (398 citations)"
Shuang–Jian Qiu,Xiangya Hospital Central South University,CN,"Hepatocellular Carcinoma Treatment and Prognosis
Cholangiocarcinoma and Gallbladder Cancer Studies
Cancer Immunotherapy and Biomarkers","Systemic Immune-Inflammation Index Predicts Prognosis of Patients after Curative Resection for Hepatocellular Carcinoma (2480 citations)
Circulating stem cell–like epithelial cell adhesion molecule–positive tumor cells indicate poor prognosis of hepatocellular carcinoma after curative resection (409 citations)
Serum DKK1 as a protein biomarker for the diagnosis of hepatocellular carcinoma: a large-scale, multicentre study (399 citations)"
